date,hour,MT_200
2011-01-09,17,4137.66519823788
2011-01-09,18,4273.12775330396
2011-01-09,19,4160.792951541851
2011-01-09,20,4094.7136563876707
2011-01-09,21,4040.74889867842
2011-01-09,22,3964.757709251101
2011-01-09,23,3216.960352422907
2011-01-10,0,2132.158590308371
2011-01-10,1,1828.1938325991182
2011-01-10,2,1763.215859030837
2011-01-10,3,1705.947136563877
2011-01-10,4,1691.629955947137
2011-01-10,5,2089.20704845815
2011-01-10,6,2356.828193832598
2011-01-10,7,2912.995594713656
2011-01-10,8,3006.607929515419
2011-01-10,9,4019.8237885462586
2011-01-10,10,4140.9691629956005
2011-01-10,11,4061.67400881058
2011-01-10,12,4127.753303964761
2011-01-10,13,4138.76651982378
2011-01-10,14,4046.2555066079303
2011-01-10,15,4144.273127753309
2011-01-10,16,4207.04845814978
2011-01-10,17,4253.30396475771
2011-01-10,18,4365.63876651982
2011-01-10,19,4322.6872246696
2011-01-10,20,4236.784140969161
2011-01-10,21,4071.5859030837
2011-01-10,22,3999.999999999994
2011-01-10,23,3275.3303964757706
2011-01-11,0,2058.370044052864
2011-01-11,1,1643.171806167402
2011-01-11,2,1601.321585903083
2011-01-11,3,1568.2819383259912
2011-01-11,4,1526.431718061674
2011-01-11,5,1871.1453744493401
2011-01-11,6,2159.691629955947
2011-01-11,7,2386.5638766519824
2011-01-11,8,2875.550660792952
2011-01-11,9,4170.704845814988
2011-01-11,10,4250.0
2011-01-11,11,4098.01762114538
2011-01-11,12,4241.18942731277
2011-01-11,13,4235.68281938327
2011-01-11,14,4241.18942731278
2011-01-11,15,4212.555066079301
2011-01-11,16,4171.8061674008895
2011-01-11,17,4307.26872246696
2011-01-11,18,4364.537444933931
2011-01-11,19,4285.2422907489
2011-01-11,20,4109.0308370044095
2011-01-11,21,4106.8281938326
2011-01-11,22,4006.607929515422
2011-01-11,23,3288.546255506607
2011-01-12,0,1991.189427312776
2011-01-12,1,1457.0484581497801
2011-01-12,2,1340.308370044054
2011-01-12,3,1274.229074889867
2011-01-12,4,1244.4933920704839
2011-01-12,5,1605.726872246696
2011-01-12,6,2183.920704845815
2011-01-12,7,2797.3568281938324
2011-01-12,8,3012.1145374449334
2011-01-12,9,3933.92070484582
2011-01-12,10,4112.334801762112
2011-01-12,11,4094.71365638766
2011-01-12,12,4145.3744493392005
2011-01-12,13,4111.23348017621
2011-01-12,14,4077.09251101321
2011-01-12,15,4131.05726872246
2011-01-12,16,4178.41409691629
2011-01-12,17,4289.64757709251
2011-01-12,18,4353.5242290749
2011-01-12,19,4208.149779735681
2011-01-12,20,4123.348017621151
2011-01-12,21,4157.48898678414
2011-01-12,22,4045.15418502203
2011-01-12,23,3312.775330396475
2011-01-13,0,2068.281938325992
2011-01-13,1,1490.0881057268732
2011-01-13,2,1390.969162995596
2011-01-13,3,1362.3348017621142
2011-01-13,4,1346.9162995594709
2011-01-13,5,1648.678414096916
2011-01-13,6,2259.911894273128
2011-01-13,7,2774.229074889869
2011-01-13,8,3031.9383259911897
2011-01-13,9,3986.7841409691637
2011-01-13,10,4078.19383259912
2011-01-13,11,4102.4229074889845
2011-01-13,12,4071.58590308371
2011-01-13,13,4044.05286343612
2011-01-13,14,4078.193832599119
2011-01-13,15,4066.0792951541903
2011-01-13,16,4138.7665198238
2011-01-13,17,4216.96035242291
2011-01-13,18,4352.422907488979
2011-01-13,19,4404.18502202643
2011-01-13,20,4408.5903083700505
2011-01-13,21,4188.32599118942
2011-01-13,22,4061.67400881057
2011-01-13,23,3236.784140969163
2011-01-14,0,2178.414096916299
2011-01-14,1,1547.3568281938328
2011-01-14,2,1400.881057268723
2011-01-14,3,1366.740088105727
2011-01-14,4,1609.030837004405
2011-01-14,5,1615.638766519824
2011-01-14,6,2262.1145374449343
2011-01-14,7,2831.4977973568266
2011-01-14,8,3325.9911894273123
2011-01-14,9,4102.4229074889845
2011-01-14,10,4211.453744493389
2011-01-14,11,4196.03524229074
2011-01-14,12,4275.33039647578
2011-01-14,13,4229.074889867839
2011-01-14,14,4230.17621145374
2011-01-14,15,4227.97356828194
2011-01-14,16,4267.62114537445
2011-01-14,17,4248.8986784141
2011-01-14,18,4450.44052863436
2011-01-14,19,4429.51541850221
2011-01-14,20,4382.15859030838
2011-01-14,21,4267.62114537446
2011-01-14,22,4147.577092511009
2011-01-14,23,4029.735682819382
2011-01-15,0,3189.4273127753295
2011-01-15,1,1732.37885462555
2011-01-15,2,1396.4757709251112
2011-01-15,3,1323.788546255507
2011-01-15,4,1426.2114537444922
2011-01-15,5,1892.070484581497
2011-01-15,6,2382.1585903083696
2011-01-15,7,3114.5374449339197
2011-01-15,8,3216.960352422908
2011-01-15,9,4234.581497797348
2011-01-15,10,4267.62114537444
2011-01-15,11,4339.207048458149
2011-01-15,12,4484.58149779736
2011-01-15,13,4312.77533039648
2011-01-15,14,4241.18942731278
2011-01-15,15,4269.82378854626
2011-01-15,16,4199.339207048451
2011-01-15,17,4355.726872246711
2011-01-15,18,4461.45374449339
2011-01-15,19,4471.36563876652
2011-01-15,20,4400.881057268721
2011-01-15,21,4133.25991189427
2011-01-15,22,4063.87665198238
2011-01-15,23,3940.5286343612324
2011-01-16,0,3068.2819383259907
2011-01-16,1,1665.1982378854632
2011-01-16,2,1367.84140969163
2011-01-16,3,1337.004405286343
2011-01-16,4,1515.4185022026431
2011-01-16,5,1841.4096916299561
2011-01-16,6,2330.396475770925
2011-01-16,7,2929.515418502202
2011-01-16,8,2975.7709251101323
2011-01-16,9,3996.6960352422975
2011-01-16,10,4110.1321585903
2011-01-16,11,4069.3832599118896
2011-01-16,12,4131.05726872248
2011-01-16,13,4089.20704845816
2011-01-16,14,4187.22466960352
2011-01-16,15,4154.18502202643
2011-01-16,16,4093.612334801768
2011-01-16,17,4257.70925110132
2011-01-16,18,4404.1850220264305
2011-01-16,19,4340.30837004405
2011-01-16,20,4296.25550660793
2011-01-16,21,4270.925110132161
2011-01-16,22,4055.06607929516
2011-01-16,23,3331.497797356828
2011-01-17,0,2382.15859030837
2011-01-17,1,2138.766519823789
2011-01-17,2,2051.7621145374455
2011-01-17,3,2051.762114537445
2011-01-17,4,1992.290748898679
2011-01-17,5,1958.149779735683
2011-01-17,6,2667.400881057269
2011-01-17,7,2735.68281938326
2011-01-17,8,3087.004405286344
2011-01-17,9,4046.2555066079285
2011-01-17,10,4171.80616740088
2011-01-17,11,4174.00881057268
2011-01-17,12,4124.44933920704
2011-01-17,13,4143.1718061674
2011-01-17,14,4190.528634361241
2011-01-17,15,4154.1850220264305
2011-01-17,16,4147.57709251101
2011-01-17,17,4332.5991189427305
2011-01-17,18,4471.3656387665205
2011-01-17,19,4419.60352422908
2011-01-17,20,4147.57709251101
2011-01-17,21,4112.33480176211
2011-01-17,22,4042.95154185022
2011-01-17,23,3294.0528634361235
2011-01-18,0,2067.1806167400878
2011-01-18,1,1805.066079295154
2011-01-18,2,1659.691629955948
2011-01-18,3,1639.8678414096921
2011-01-18,4,1605.726872246695
2011-01-18,5,2045.154185022026
2011-01-18,6,2221.36563876652
2011-01-18,7,2537.444933920704
2011-01-18,8,3170.704845814978
2011-01-18,9,4137.6651982378935
2011-01-18,10,4160.79295154184
2011-01-18,11,4125.55066079296
2011-01-18,12,4103.52422907489
2011-01-18,13,4143.1718061674
2011-01-18,14,4120.044052863441
2011-01-18,15,4085.90308370044
2011-01-18,16,4117.841409691624
2011-01-18,17,4268.72246696035
2011-01-18,18,4399.779735682821
2011-01-18,19,4346.916299559471
2011-01-18,20,4215.859030837
2011-01-18,21,4145.3744493392005
2011-01-18,22,4082.5991189427305
2011-01-18,23,3318.281938325992
2011-01-19,0,2071.585903083701
2011-01-19,1,1485.68281938326
2011-01-19,2,1398.6784140969169
2011-01-19,3,1375.550660792951
2011-01-19,4,1372.2466960352422
2011-01-19,5,1601.3215859030838
2011-01-19,6,2223.568281938326
2011-01-19,7,2700.440528634361
2011-01-19,8,3009.9118942731284
2011-01-19,9,4099.1189427312775
2011-01-19,10,4125.55066079296
2011-01-19,11,4146.47577092511
2011-01-19,12,4216.960352422911
2011-01-19,13,4194.93392070485
2011-01-19,14,4083.7004405286307
2011-01-19,15,4101.32158590309
2011-01-19,16,4132.158590308371
2011-01-19,17,4212.55506607929
2011-01-19,18,4449.33920704847
2011-01-19,19,4311.674008810571
2011-01-19,20,4128.85462555067
2011-01-19,21,4082.59911894273
2011-01-19,22,3980.1762114537446
2011-01-19,23,3256.6079295154195
2011-01-20,0,1997.797356828193
2011-01-20,1,1431.7180616740088
2011-01-20,2,1317.1806167400891
2011-01-20,3,1302.863436123348
2011-01-20,4,1312.775330396476
2011-01-20,5,1789.647577092512
2011-01-20,6,2091.409691629956
2011-01-20,7,2716.9603524229083
2011-01-20,8,3002.2026431718073
2011-01-20,9,4074.889867841415
2011-01-20,10,4118.94273127753
2011-01-20,11,4164.096916299561
2011-01-20,12,4138.76651982379
2011-01-20,13,4079.29515418503
2011-01-20,14,4075.991189427307
2011-01-20,15,4193.8325991189395
2011-01-20,16,4182.81938325992
2011-01-20,17,4254.405286343621
2011-01-20,18,4375.55066079296
2011-01-20,19,4333.70044052863
2011-01-20,20,4182.81938325991
2011-01-20,21,4144.2731277533
2011-01-20,22,3963.656387665194
2011-01-20,23,3214.757709251101
2011-01-21,0,2146.4757709251107
2011-01-21,1,1507.709251101322
2011-01-21,2,1376.651982378855
2011-01-21,3,1319.3832599118941
2011-01-21,4,1390.9691629955942
2011-01-21,5,1598.0176211453752
2011-01-21,6,2215.859030837005
2011-01-21,7,2762.1145374449343
2011-01-21,8,3082.599118942732
2011-01-21,9,4033.0396475770885
2011-01-21,10,4189.4273127753295
2011-01-21,11,4165.19823788546
2011-01-21,12,4102.422907489
2011-01-21,13,3984.5814977973605
2011-01-21,14,4066.07929515418
2011-01-21,15,4123.34801762114
2011-01-21,16,4187.22466960352
2011-01-21,17,4254.40528634361
2011-01-21,18,4319.38325991189
2011-01-21,19,4361.23348017621
2011-01-21,20,4248.8986784141
2011-01-21,21,4106.8281938326
2011-01-21,22,4012.114537444933
2011-01-21,23,3765.418502202643
2011-01-22,0,2917.4008810572677
2011-01-22,1,1501.1013215859032
2011-01-22,2,1181.7180616740088
2011-01-22,3,1133.259911894273
2011-01-22,4,1471.36563876652
2011-01-22,5,1537.444933920704
2011-01-22,6,2120.0440528634363
2011-01-22,7,2779.735682819383
2011-01-22,8,3111.2334801762117
2011-01-22,9,4089.207048458154
2011-01-22,10,4384.36123348017
2011-01-22,11,4305.06607929515
2011-01-22,12,4301.76211453746
2011-01-22,13,4397.57709251102
2011-01-22,14,4209.25110132159
2011-01-22,15,4070.4845814978
2011-01-22,16,4182.819383259901
2011-01-22,17,4298.45814977973
2011-01-22,18,4395.37444933921
2011-01-22,19,4471.3656387665105
2011-01-22,20,4177.31277533039
2011-01-22,21,4109.0308370044
2011-01-22,22,4030.8370044052895
2011-01-22,23,3814.977973568281
2011-01-23,0,2827.0925110132152
2011-01-23,1,1875.550660792951
2011-01-23,2,1750.0
2011-01-23,3,1733.480176211453
2011-01-23,4,1657.4889867841412
2011-01-23,5,2340.308370044052
2011-01-23,6,2321.5859030837
2011-01-23,7,2662.9955947136564
2011-01-23,8,3101.321585903083
2011-01-23,9,4016.519823788549
2011-01-23,10,4570.4845814978
2011-01-23,11,4582.59911894272
2011-01-23,12,4561.67400881057
2011-01-23,13,4606.82819383259
2011-01-23,14,4636.56387665198
2011-01-23,15,4542.951541850221
2011-01-23,16,4437.22466960352
2011-01-23,17,4277.53303964758
2011-01-23,18,4331.49779735683
2011-01-23,19,4165.198237885461
2011-01-23,20,4106.82819383259
2011-01-23,21,3961.4537444933962
2011-01-23,22,3935.022026431718
2011-01-23,23,3109.030837004405
2011-01-24,0,1977.973568281938
2011-01-24,1,1656.387665198237
2011-01-24,2,1633.259911894273
2011-01-24,3,1593.6123348017618
2011-01-24,4,1552.863436123348
2011-01-24,5,1809.471365638765
2011-01-24,6,2268.722466960352
2011-01-24,7,2533.039647577092
2011-01-24,8,2916.2995594713652
2011-01-24,9,4121.145374449343
2011-01-24,10,4564.9779735682805
2011-01-24,11,4415.19823788546
2011-01-24,12,4525.33039647576
2011-01-24,13,4472.46696035242
2011-01-24,14,4371.14537444934
2011-01-24,15,4453.744493392061
2011-01-24,16,4338.10572687224
2011-01-24,17,4250.0
2011-01-24,18,4340.308370044049
2011-01-24,19,4237.88546255507
2011-01-24,20,4138.766519823789
2011-01-24,21,3994.493392070488
2011-01-24,22,3964.7577092511
2011-01-24,23,3013.2158590308372
2011-01-25,0,1779.735682819384
2011-01-25,1,1341.409691629957
2011-01-25,2,1209.251101321586
2011-01-25,3,1181.718061674008
2011-01-25,4,1153.083700440529
2011-01-25,5,1203.744493392071
2011-01-25,6,2147.577092511014
2011-01-25,7,2517.621145374449
2011-01-25,8,3113.4361233480167
2011-01-25,9,4210.352422907495
2011-01-25,10,4457.04845814977
2011-01-25,11,4363.43612334803
2011-01-25,12,4454.84581497798
2011-01-25,13,4416.29955947137
2011-01-25,14,4430.6167400881
2011-01-25,15,4177.31277533039
2011-01-25,16,4188.32599118942
2011-01-25,17,4251.101321585911
2011-01-25,18,4351.321585903081
2011-01-25,19,4294.05286343613
2011-01-25,20,4281.9383259912
2011-01-25,21,4194.93392070484
2011-01-25,22,4079.29515418502
2011-01-25,23,3312.7753303964737
2011-01-26,0,2005.506607929515
2011-01-26,1,1433.920704845814
2011-01-26,2,1258.8105726872247
2011-01-26,3,1231.277533039646
2011-01-26,4,1234.5814977973569
2011-01-26,5,1462.555066079295
2011-01-26,6,2181.718061674009
2011-01-26,7,3090.308370044052
2011-01-26,8,3845.814977973569
2011-01-26,9,4420.70484581498
2011-01-26,10,4493.39207048459
2011-01-26,11,4219.16299559472
2011-01-26,12,4324.88986784142
2011-01-26,13,4274.2290748898695
2011-01-26,14,4354.6255506607995
2011-01-26,15,4230.1762114537405
2011-01-26,16,4149.77973568282
2011-01-26,17,4429.5154185022
2011-01-26,18,4557.26872246697
2011-01-26,19,4492.290748898679
2011-01-26,20,4321.5859030837
2011-01-26,21,4221.3656387665105
2011-01-26,22,4197.13656387665
2011-01-26,23,3418.502202643167
2011-01-27,0,2236.784140969162
2011-01-27,1,1746.6960352422902
2011-01-27,2,1631.057268722467
2011-01-27,3,1580.396475770926
2011-01-27,4,1574.88986784141
2011-01-27,5,1778.6343612334808
2011-01-27,6,2488.9867841409678
2011-01-27,7,2973.568281938326
2011-01-27,8,3396.475770925109
2011-01-27,9,4266.519823788554
2011-01-27,10,4312.77533039648
2011-01-27,11,4337.0044052863395
2011-01-27,12,4408.59030837004
2011-01-27,13,4325.99118942731
2011-01-27,14,4279.73568281938
2011-01-27,15,4231.277533039651
2011-01-27,16,4194.93392070484
2011-01-27,17,4194.93392070484
2011-01-27,18,4273.12775330396
2011-01-27,19,4250.0
2011-01-27,20,4125.55066079295
2011-01-27,21,4094.71365638767
2011-01-27,22,4011.0132158590372
2011-01-27,23,3231.277533039647
2011-01-28,0,2150.881057268723
2011-01-28,1,1672.907488986783
2011-01-28,2,1548.4581497797349
2011-01-28,3,1516.5198237885459
2011-01-28,4,1471.36563876652
2011-01-28,5,1915.1982378854632
2011-01-28,6,2216.960352422908
2011-01-28,7,2819.383259911894
2011-01-28,8,3181.718061674008
2011-01-28,9,4179.515418502204
2011-01-28,10,4261.01321585903
2011-01-28,11,4197.13656387666
2011-01-28,12,4226.872246696041
2011-01-28,13,4156.387665198241
2011-01-28,14,4224.66960352422
2011-01-28,15,4180.6167400881095
2011-01-28,16,4158.5903083700305
2011-01-28,17,4327.09251101322
2011-01-28,18,4399.7797356828205
2011-01-28,19,4317.18061674009
2011-01-28,20,4226.872246696041
2011-01-28,21,4117.841409691629
2011-01-28,22,4035.242290748894
2011-01-28,23,3879.955947136563
2011-01-29,0,3133.2599118942726
2011-01-29,1,1681.718061674009
2011-01-29,2,1372.2466960352422
2011-01-29,3,1367.841409691631
2011-01-29,4,1759.911894273128
2011-01-29,5,1661.894273127753
2011-01-29,6,2333.700440528633
2011-01-29,7,3046.25550660793
2011-01-29,8,3196.0352422907495
2011-01-29,9,4068.2819383259994
2011-01-29,10,4216.960352422911
2011-01-29,11,4327.09251101322
2011-01-29,12,4346.91629955947
2011-01-29,13,4361.233480176219
2011-01-29,14,4216.960352422911
2011-01-29,15,4133.25991189428
2011-01-29,16,4138.76651982379
2011-01-29,17,4334.80176211453
2011-01-29,18,4582.59911894273
2011-01-29,19,4464.757709251101
2011-01-29,20,4335.903083700439
2011-01-29,21,4277.53303964758
2011-01-29,22,4078.19383259913
2011-01-29,23,3965.8590308370012
2011-01-30,0,3044.0528634361217
2011-01-30,1,1765.4185022026431
2011-01-30,2,1447.1365638766522
2011-01-30,3,1349.118942731278
2011-01-30,4,1558.3700440528628
2011-01-30,5,1665.198237885462
2011-01-30,6,2213.656387665199
2011-01-30,7,2909.691629955947
2011-01-30,8,3051.762114537445
2011-01-30,9,3965.859030837007
2011-01-30,10,4030.8370044052867
2011-01-30,11,4024.2290748898677
2011-01-30,12,4092.5110132158547
2011-01-30,13,4166.29955947136
2011-01-30,14,4148.67841409692
2011-01-30,15,4122.246696035239
2011-01-30,16,4131.05726872246
2011-01-30,17,4214.7577092511
2011-01-30,18,4389.86784140969
2011-01-30,19,4357.92951541851
2011-01-30,20,4242.290748898669
2011-01-30,21,4157.48898678413
2011-01-30,22,3988.986784140964
2011-01-30,23,3190.5286343612324
2011-01-31,0,2128.8546255506612
2011-01-31,1,1823.7885462555073
2011-01-31,2,1747.7973568281939
2011-01-31,3,1729.0748898678419
2011-01-31,4,1940.528634361233
2011-01-31,5,1968.06167400881
2011-01-31,6,2302.863436123347
2011-01-31,7,2731.277533039647
2011-01-31,8,3098.017621145375
2011-01-31,9,4193.832599118945
2011-01-31,10,4250.0
2011-01-31,11,4198.23788546256
2011-01-31,12,4286.343612334811
2011-01-31,13,4373.34801762115
2011-01-31,14,4298.45814977973
2011-01-31,15,4255.50660792952
2011-01-31,16,4297.356828193841
2011-01-31,17,4408.59030837004
2011-01-31,18,4520.925110132161
2011-01-31,19,4461.453744493379
2011-01-31,20,4346.91629955948
2011-01-31,21,4335.90308370043
2011-01-31,22,4215.859030837
2011-01-31,23,3505.5066079295107
2011-02-01,0,2305.066079295155
2011-02-01,1,1758.810572687225
2011-02-01,2,1607.9295154185018
2011-02-01,3,1552.863436123348
2011-02-01,4,1547.356828193833
2011-02-01,5,2005.506607929516
2011-02-01,6,2253.303964757709
2011-02-01,7,2912.9955947136564
2011-02-01,8,3074.889867841409
2011-02-01,9,4014.3171806167443
2011-02-01,10,4095.814977973556
2011-02-01,11,3961.4537444933912
2011-02-01,12,4038.546255506602
2011-02-01,13,4029.7356828193792
2011-02-01,14,4082.599118942737
2011-02-01,15,4050.66079295155
2011-02-01,16,4136.56387665198
2011-02-01,17,4295.154185022031
2011-02-01,18,4400.88105726872
2011-02-01,19,4341.40969162996
2011-02-01,20,4156.38766519823
2011-02-01,21,4162.99559471365
2011-02-01,22,4066.0792951541807
2011-02-01,23,3274.229074889869
2011-02-02,0,2123.3480176211447
2011-02-02,1,1677.312775330396
2011-02-02,2,1547.356828193833
2011-02-02,3,1803.96475770925
2011-02-02,4,1830.396475770926
2011-02-02,5,1797.356828193833
2011-02-02,6,2527.533039647578
2011-02-02,7,3019.823788546256
2011-02-02,8,3414.096916299559
2011-02-02,9,4270.925110132158
2011-02-02,10,4278.6343612334795
2011-02-02,11,4220.26431718062
2011-02-02,12,4258.81057268722
2011-02-02,13,4256.60792951542
2011-02-02,14,4299.55947136564
2011-02-02,15,4098.017621145379
2011-02-02,16,4161.894273127758
2011-02-02,17,4140.9691629955905
2011-02-02,18,4308.37004405286
2011-02-02,19,4244.49339207048
2011-02-02,20,4137.66519823789
2011-02-02,21,4092.511013215857
2011-02-02,22,4036.3436123348006
2011-02-02,23,3278.634361233481
2011-02-03,0,2179.515418502202
2011-02-03,1,2004.405286343613
2011-02-03,2,1875.550660792952
2011-02-03,3,1833.700440528635
2011-02-03,4,1346.916299559471
2011-02-03,5,1295.154185022026
2011-02-03,6,2379.955947136564
2011-02-03,7,3004.405286343611
2011-02-03,8,3139.867841409692
2011-02-03,9,4027.5330396475733
2011-02-03,10,4132.1585903083605
2011-02-03,11,4094.713656387665
2011-02-03,12,4196.03524229075
2011-02-03,13,4095.8149779735804
2011-02-03,14,4126.651982378857
2011-02-03,15,4210.3524229075
2011-02-03,16,4199.339207048461
2011-02-03,17,4253.30396475771
2011-02-03,18,4433.92070484582
2011-02-03,19,4442.731277533039
